GZ_STORAGE_TYPE_TIMESERIES_1,GZ_STORAGE_TYPE_TIMESERIES_2,GZ_STORAGE_TYPE_TIMESERIES_3,GasStorageWithdrawalQuantity
ID,depleted field,20231121,0.0
ID,depleted field,20231228,0.0
ID,depleted field,20231218,0.0
ID,salt cavern,20230103,0.0
ID,salt cavern,20230130,0.0
ID,salt cavern,20230213,0.0
ID,salt cavern,20230216,0.0
ID,salt cavern,20230306,0.0
ID,salt cavern,20230315,0.0
ID,salt cavern,20230403,0.0
ID,salt cavern,20230410,0.0
ID,salt cavern,20230530,0.0
ID,salt cavern,20230517,0.0
ID,salt cavern,20230630,0.0
ID,salt cavern,20230615,0.0
ID,salt cavern,20230727,0.0
ID,salt cavern,20230710,0.0
ID,salt cavern,20230803,0.0
ID,salt cavern,20230831,0.0
ID,salt cavern,20230906,0.0
ID,salt cavern,20230912,0.0
ID,salt cavern,20231005,0.0
ID,salt cavern,20231020,0.0
ID,salt cavern,20231129,0.0
ID,salt cavern,20231121,0.0
ID,salt cavern,20231228,0.0
ID,salt cavern,20231218,0.0
IL,aquifer,20230103,0.0
IL,aquifer,20230130,4981642.1103568
IL,aquifer,20230213,858488.4271605317
IL,aquifer,20230216,0.0
IL,aquifer,20230306,0.0
IL,aquifer,20230315,0.0
IL,aquifer,20230403,0.0
IL,aquifer,20230410,0.0
IL,aquifer,20230530,0.0
IL,aquifer,20230517,0.0
IL,aquifer,20230630,0.0
IL,aquifer,20230615,0.0
IL,aquifer,20230727,0.0
IL,aquifer,20230710,0.0
IL,aquifer,20230803,0.0
IL,aquifer,20230831,0.0
IL,aquifer,20230906,0.0
IL,aquifer,20230912,0.0
IL,aquifer,20231005,0.0
IL,aquifer,20231020,1169450.5161741285
IL,aquifer,20231129,7037016.543518459
IL,aquifer,20231121,1869582.661089993
IL,aquifer,20231228,2313915.007415082
IL,aquifer,20231218,463086.14795499376
IL,depleted field,20230103,0.0
IL,depleted field,20230130,1129473.3547334431
IL,depleted field,20230213,0.0
IL,depleted field,20230216,0.0
IL,depleted field,20230306,0.0
IL,depleted field,20230315,726140.4769428244
IL,depleted field,20230403,0.0
IL,depleted field,20230410,0.0
IL,depleted field,20230530,0.0
IL,depleted field,20230517,0.0
IL,depleted field,20230630,0.0
IL,depleted field,20230615,0.0
IL,depleted field,20230727,0.0
IL,depleted field,20230710,0.0
IL,depleted field,20230803,0.0
IL,depleted field,20230831,0.0
IL,depleted field,20230906,0.0
IL,depleted field,20230912,0.0
IL,depleted field,20231005,694360.5977287735
IL,depleted field,20231020,0.0
IL,depleted field,20231129,0.0
IL,depleted field,20231121,0.0
IL,depleted field,20231228,0.0
IL,depleted field,20231218,0.0
IL,salt cavern,20230103,0.0
IL,salt cavern,20230130,0.0
IL,salt cavern,20230213,0.0
IL,salt cavern,20230216,0.0
IL,salt cavern,20230306,0.0
IL,salt cavern,20230315,0.0
IL,salt cavern,20230403,0.0
IL,salt cavern,20230410,0.0
IL,salt cavern,20230530,0.0
IL,salt cavern,20230517,0.0
IL,salt cavern,20230630,0.0
IL,salt cavern,20230615,0.0
IL,salt cavern,20230727,0.0
IL,salt cavern,20230710,0.0
IL,salt cavern,20230803,0.0
IL,salt cavern,20230831,0.0
IL,salt cavern,20230906,0.0
IL,salt cavern,20230912,0.0
IL,salt cavern,20231005,0.0
IL,salt cavern,20231020,0.0
IL,salt cavern,20231129,0.0
IL,salt cavern,20231121,0.0
IL,salt cavern,20231228,0.0
IL,salt cavern,20231218,0.0
IN,aquifer,20230103,0.0
IN,aquifer,20230130,0.0
IN,aquifer,20230213,0.0
IN,aquifer,20230216,0.0
IN,aquifer,20230306,0.0
IN,aquifer,20230315,548188.3873818559
IN,aquifer,20230403,0.0
IN,aquifer,20230410,0.0
IN,aquifer,20230530,0.0
IN,aquifer,20230517,0.0
IN,aquifer,20230630,0.0
IN,aquifer,20230615,0.0
IN,aquifer,20230727,0.0
IN,aquifer,20230710,0.0
IN,aquifer,20230803,0.0
IN,aquifer,20230831,0.0
IN,aquifer,20230906,0.0
IN,aquifer,20230912,0.0
IN,aquifer,20231005,0.0
IN,aquifer,20231020,0.0
IN,aquifer,20231129,3827023.664904121
IN,aquifer,20231121,0.0
IN,aquifer,20231228,0.0
IN,aquifer,20231218,0.0
IN,depleted field,20230103,0.0
IN,depleted field,20230130,0.0
IN,depleted field,20230213,0.0
IN,depleted field,20230216,0.0
IN,depleted field,20230306,0.0
IN,depleted field,20230315,459440.4198975409
IN,depleted field,20230403,0.0
IN,depleted field,20230410,0.0
IN,depleted field,20230530,0.0
IN,depleted field,20230517,0.0
IN,depleted field,20230630,0.0
IN,depleted field,20230615,0.0
IN,depleted field,20230727,0.0
IN,depleted field,20230710,0.0
IN,depleted field,20230803,0.0
IN,depleted field,20230831,0.0
IN,depleted field,20230906,0.0
IN,depleted field,20230912,0.0
IN,depleted field,20231005,0.0
IN,depleted field,20231020,0.0
IN,depleted field,20231129,0.0
IN,depleted field,20231121,0.0
IN,depleted field,20231228,0.0
IN,depleted field,20231218,0.0
IN,salt cavern,20230103,0.0
IN,salt cavern,20230130,0.0
IN,salt cavern,20230213,0.0
IN,salt cavern,20230216,0.0
IN,salt cavern,20230306,0.0
IN,salt cavern,20230315,0.0
IN,salt cavern,20230403,0.0
IN,salt cavern,20230410,0.0
IN,salt cavern,20230530,0.0
IN,salt cavern,20230517,0.0
IN,salt cavern,20230630,0.0
IN,salt cavern,20230615,0.0
IN,salt cavern,20230727,0.0
IN,salt cavern,20230710,0.0
IN,salt cavern,20230803,0.0
IN,salt cavern,20230831,0.0
IN,salt cavern,20230906,0.0
IN,salt cavern,20230912,0.0
IN,salt cavern,20231005,0.0
IN,salt cavern,20231020,0.0
IN,salt cavern,20231129,0.0
IN,salt cavern,20231121,0.0
IN,salt cavern,20231228,0.0
IN,salt cavern,20231218,0.0
KS,aquifer,20230103,0.0
KS,aquifer,20230130,0.0
KS,aquifer,20230213,0.0
KS,aquifer,20230216,0.0
KS,aquifer,20230306,0.0
KS,aquifer,20230315,0.0
KS,aquifer,20230403,0.0
KS,aquifer,20230410,0.0
KS,aquifer,20230530,0.0
KS,aquifer,20230517,0.0
KS,aquifer,20230630,0.0
KS,aquifer,20230615,0.0
KS,aquifer,20230727,0.0
KS,aquifer,20230710,0.0
KS,aquifer,20230803,0.0
KS,aquifer,20230831,0.0
KS,aquifer,20230906,0.0
KS,aquifer,20230912,0.0
KS,aquifer,20231005,0.0
KS,aquifer,20231020,0.0
KS,aquifer,20231129,0.0
KS,aquifer,20231121,0.0
KS,aquifer,20231228,0.0
KS,aquifer,20231218,0.0
KS,depleted field,20230103,0.0
KS,depleted field,20230130,0.0
KS,depleted field,20230213,0.0
KS,depleted field,20230216,0.0
KS,depleted field,20230306,0.0
KS,depleted field,20230315,0.0
KS,depleted field,20230403,0.0
KS,depleted field,20230410,0.0
KS,depleted field,20230530,0.0
KS,depleted field,20230517,0.0
KS,depleted field,20230630,0.0
KS,depleted field,20230615,0.0
KS,depleted field,20230727,0.0
KS,depleted field,20230710,0.0
KS,depleted field,20230803,0.0
KS,depleted field,20230831,0.0
KS,depleted field,20230906,0.0
KS,depleted field,20230912,0.0
KS,depleted field,20231005,0.0
KS,depleted field,20231020,0.0
KS,depleted field,20231129,0.0
KS,depleted field,20231121,0.0
KS,depleted field,20231228,0.0
KS,depleted field,20231218,0.0
KS,salt cavern,20230103,0.0
KS,salt cavern,20230130,0.0
KS,salt cavern,20230213,0.0
KS,salt cavern,20230216,0.0
KS,salt cavern,20230306,0.0
KS,salt cavern,20230315,0.0
KS,salt cavern,20230403,0.0
KS,salt cavern,20230410,0.0
KS,salt cavern,20230530,0.0
KS,salt cavern,20230517,0.0
KS,salt cavern,20230630,0.0
KS,salt cavern,20230615,0.0
KS,salt cavern,20230727,0.0
KS,salt cavern,20230710,0.0
KS,salt cavern,20230803,0.0
KS,salt cavern,20230831,0.0
KS,salt cavern,20230906,0.0
KS,salt cavern,20230912,0.0
KS,salt cavern,20231005,0.0
KS,salt cavern,20231020,0.0
KS,salt cavern,20231129,0.0
KS,salt cavern,20231121,0.0
KS,salt cavern,20231228,0.0
KS,salt cavern,20231218,0.0
KY,aquifer,20230103,0.0
KY,aquifer,20230130,0.0
KY,aquifer,20230213,0.0
KY,aquifer,20230216,0.0
KY,aquifer,20230306,0.0
KY,aquifer,20230315,7842.74251052921
KY,aquifer,20230403,0.0
KY,aquifer,20230410,0.0
KY,aquifer,20230530,0.0
KY,aquifer,20230517,0.0
KY,aquifer,20230630,0.0
KY,aquifer,20230615,0.0
KY,aquifer,20230727,0.0
KY,aquifer,20230710,0.0
KY,aquifer,20230803,0.0
KY,aquifer,20230831,0.0
KY,aquifer,20230906,0.0
KY,aquifer,20230912,0.0
KY,aquifer,20231005,0.0
KY,aquifer,20231020,0.0
KY,aquifer,20231129,0.0
KY,aquifer,20231121,0.0
KY,aquifer,20231228,0.0
KY,aquifer,20231218,0.0
KY,depleted field,20230103,0.0
KY,depleted field,20230130,0.0
KY,depleted field,20230213,0.0
KY,depleted field,20230216,0.0
KY,depleted field,20230306,0.0
KY,depleted field,20230315,3000921.874515217
KY,depleted field,20230403,0.0
KY,depleted field,20230410,0.0
KY,depleted field,20230530,0.0
KY,depleted field,20230517,0.0
KY,depleted field,20230630,0.0
KY,depleted field,20230615,0.0
KY,depleted field,20230727,0.0
KY,depleted field,20230710,0.0
KY,depleted field,20230803,0.0
KY,depleted field,20230831,0.0
KY,depleted field,20230906,0.0
KY,depleted field,20230912,0.0
KY,depleted field,20231005,0.0
KY,depleted field,20231020,0.0
KY,depleted field,20231129,0.0
KY,depleted field,20231121,0.0
KY,depleted field,20231228,0.0
KY,depleted field,20231218,0.0
KY,salt cavern,20230103,0.0
KY,salt cavern,20230130,0.0
KY,salt cavern,20230213,0.0
KY,salt cavern,20230216,0.0
KY,salt cavern,20230306,0.0
KY,salt cavern,20230315,0.0
KY,salt cavern,20230403,0.0
KY,salt cavern,20230410,0.0
KY,salt cavern,20230530,0.0
KY,salt cavern,20230517,0.0
KY,salt cavern,20230630,0.0
KY,salt cavern,20230615,0.0
KY,salt cavern,20230727,0.0
KY,salt cavern,20230710,0.0
KY,salt cavern,20230803,0.0
KY,salt cavern,20230831,0.0
KY,salt cavern,20230906,0.0
KY,salt cavern,20230912,0.0
KY,salt cavern,20231005,0.0
KY,salt cavern,20231020,0.0
KY,salt cavern,20231129,0.0
KY,salt cavern,20231121,0.0
KY,salt cavern,20231228,0.0
KY,salt cavern,20231218,0.0
LA,aquifer,20230103,0.0
LA,aquifer,20230130,0.0
LA,aquifer,20230213,0.0
LA,aquifer,20230216,0.0
LA,aquifer,20230306,0.0
LA,aquifer,20230315,0.0
LA,aquifer,20230403,0.0
LA,aquifer,20230410,0.0
LA,aquifer,20230530,0.0
LA,aquifer,20230517,0.0
LA,aquifer,20230630,0.0
LA,aquifer,20230615,0.0
LA,aquifer,20230727,0.0
LA,aquifer,20230710,0.0
LA,aquifer,20230803,0.0
LA,aquifer,20230831,0.0
LA,aquifer,20230906,0.0
LA,aquifer,20230912,0.0
LA,aquifer,20231005,0.0
LA,aquifer,20231020,0.0
LA,aquifer,20231129,0.0
LA,aquifer,20231121,0.0
LA,aquifer,20231228,0.0
LA,aquifer,20231218,0.0
LA,depleted field,20230103,0.0
LA,depleted field,20230130,0.0
LA,depleted field,20230213,0.0
LA,depleted field,20230216,0.0
LA,depleted field,20230306,0.0
LA,depleted field,20230315,2524187.669573942
LA,depleted field,20230403,0.0
LA,depleted field,20230410,0.0
LA,depleted field,20230530,0.0
LA,depleted field,20230517,0.0
LA,depleted field,20230630,0.0
LA,depleted field,20230615,0.0
LA,depleted field,20230727,0.0
LA,depleted field,20230710,0.0
LA,depleted field,20230803,0.0
LA,depleted field,20230831,0.0
LA,depleted field,20230906,0.0
LA,depleted field,20230912,0.0
LA,depleted field,20231005,0.0
LA,depleted field,20231020,0.0
LA,depleted field,20231129,0.0
LA,depleted field,20231121,0.0
LA,depleted field,20231228,0.0
LA,depleted field,20231218,0.0
LA,salt cavern,20230103,0.0
LA,salt cavern,20230130,0.0
LA,salt cavern,20230213,0.0
LA,salt cavern,20230216,0.0
LA,salt cavern,20230306,0.0
LA,salt cavern,20230315,0.0
LA,salt cavern,20230403,0.0
LA,salt cavern,20230410,0.0
LA,salt cavern,20230530,0.0
LA,salt cavern,20230517,0.0
LA,salt cavern,20230630,0.0
LA,salt cavern,20230615,0.0
LA,salt cavern,20230727,0.0
LA,salt cavern,20230710,0.0
LA,salt cavern,20230803,0.0
LA,salt cavern,20230831,0.0
LA,salt cavern,20230906,0.0
LA,salt cavern,20230912,0.0
LA,salt cavern,20231005,0.0
LA,salt cavern,20231020,0.0
LA,salt cavern,20231129,0.0
LA,salt cavern,20231121,0.0
LA,salt cavern,20231228,0.0
LA,salt cavern,20231218,0.0
MA,aquifer,20230103,0.0
MA,aquifer,20230130,0.0
MA,aquifer,20230213,0.0
MA,aquifer,20230216,0.0
MA,aquifer,20230306,0.0
MA,aquifer,20230315,0.0
MA,aquifer,20230403,0.0
MA,aquifer,20230410,0.0
MA,aquifer,20230530,0.0
MA,aquifer,20230517,0.0
MA,aquifer,20230630,0.0
MA,aquifer,20230615,0.0
MA,aquifer,20230727,0.0
MA,aquifer,20230710,0.0
MA,aquifer,20230803,0.0
MA,aquifer,20230831,0.0
MA,aquifer,20230906,0.0
MA,aquifer,20230912,0.0
MA,aquifer,20231005,0.0
MA,aquifer,20231020,0.0
MA,aquifer,20231129,0.0
MA,aquifer,20231121,0.0
MA,aquifer,20231228,0.0
MA,aquifer,20231218,0.0
MA,depleted field,20230103,0.0
MA,depleted field,20230130,0.0
MA,depleted field,20230213,0.0
MA,depleted field,20230216,0.0
MA,depleted field,20230306,0.0
MA,depleted field,20230315,0.0
MA,depleted field,20230403,0.0
MA,depleted field,20230410,0.0
MA,depleted field,20230530,0.0
MA,depleted field,20230517,0.0
MA,depleted field,20230630,0.0
MA,depleted field,20230615,0.0
MA,depleted field,20230727,0.0
MA,depleted field,20230710,0.0
MA,depleted field,20230803,0.0
MA,depleted field,20230831,0.0
MA,depleted field,20230906,0.0
MA,depleted field,20230912,0.0
MA,depleted field,20231005,0.0
MA,depleted field,20231020,0.0
MA,depleted field,20231129,0.0
MA,depleted field,20231121,0.0
MA,depleted field,20231228,0.0
MA,depleted field,20231218,0.0
MA,salt cavern,20230103,0.0
MA,salt cavern,20230130,0.0
MA,salt cavern,20230213,0.0
MA,salt cavern,20230216,0.0
MA,salt cavern,20230306,0.0
MA,salt cavern,20230315,0.0
MA,salt cavern,20230403,0.0
MA,salt cavern,20230410,0.0
MA,salt cavern,20230530,0.0
MA,salt cavern,20230517,0.0
MA,salt cavern,20230630,0.0
MA,salt cavern,20230615,0.0
MA,salt cavern,20230727,0.0
MA,salt cavern,20230710,0.0
MA,salt cavern,20230803,0.0
MA,salt cavern,20230831,0.0
MA,salt cavern,20230906,0.0
MA,salt cavern,20230912,0.0
MA,salt cavern,20231005,0.0
MA,salt cavern,20231020,0.0
MA,salt cavern,20231129,0.0
MA,salt cavern,20231121,0.0
MA,salt cavern,20231228,0.0
MA,salt cavern,20231218,0.0
MD,aquifer,20230103,0.0
MD,aquifer,20230130,0.0
MD,aquifer,20230213,0.0
MD,aquifer,20230216,0.0
MD,aquifer,20230306,0.0
MD,aquifer,20230315,0.0
MD,aquifer,20230403,0.0
MD,aquifer,20230410,0.0
MD,aquifer,20230530,0.0
MD,aquifer,20230517,0.0
MD,aquifer,20230630,0.0
MD,aquifer,20230615,0.0
MD,aquifer,20230727,0.0
MD,aquifer,20230710,0.0
MD,aquifer,20230803,0.0
MD,aquifer,20230831,0.0
MD,aquifer,20230906,0.0
MD,aquifer,20230912,0.0
MD,aquifer,20231005,0.0
MD,aquifer,20231020,0.0
MD,aquifer,20231129,0.0
MD,aquifer,20231121,0.0
MD,aquifer,20231228,0.0
MD,aquifer,20231218,0.0
MD,depleted field,20230103,0.0
MD,depleted field,20230130,0.0
MD,depleted field,20230213,0.0
MD,depleted field,20230216,0.0
MD,depleted field,20230306,0.0
MD,depleted field,20230315,386411.4142745687
MD,depleted field,20230403,0.0
MD,depleted field,20230410,0.0
MD,depleted field,20230530,0.0
MD,depleted field,20230517,0.0
MD,depleted field,20230630,0.0
MD,depleted field,20230615,0.0
MD,depleted field,20230727,0.0
MD,depleted field,20230710,0.0
MD,depleted field,20230803,0.0
MD,depleted field,20230831,0.0
MD,depleted field,20230906,0.0
MD,depleted field,20230912,0.0
MD,depleted field,20231005,0.0
MD,depleted field,20231020,0.0
MD,depleted field,20231129,0.0
MD,depleted field,20231121,258701.73573885905
MD,depleted field,20231228,0.0
MD,depleted field,20231218,0.0
MD,salt cavern,20230103,0.0
MD,salt cavern,20230130,0.0
MD,salt cavern,20230213,0.0
MD,salt cavern,20230216,0.0
MD,salt cavern,20230306,0.0
MD,salt cavern,20230315,0.0
MD,salt cavern,20230403,0.0
MD,salt cavern,20230410,0.0
MD,salt cavern,20230530,0.0
MD,salt cavern,20230517,0.0
MD,salt cavern,20230630,0.0
MD,salt cavern,20230615,0.0
MD,salt cavern,20230727,0.0
MD,salt cavern,20230710,0.0
MD,salt cavern,20230803,0.0
MD,salt cavern,20230831,0.0
MD,salt cavern,20230906,0.0
MD,salt cavern,20230912,0.0
MD,salt cavern,20231005,0.0
MD,salt cavern,20231020,0.0
MD,salt cavern,20231129,0.0
MD,salt cavern,20231121,0.0
MD,salt cavern,20231228,0.0
MD,salt cavern,20231218,0.0
ME,aquifer,20230103,0.0
ME,aquifer,20230130,0.0
ME,aquifer,20230213,0.0
ME,aquifer,20230216,0.0
ME,aquifer,20230306,0.0
ME,aquifer,20230315,0.0
ME,aquifer,20230403,0.0
ME,aquifer,20230410,0.0
ME,aquifer,20230530,0.0
ME,aquifer,20230517,0.0
ME,aquifer,20230630,0.0
ME,aquifer,20230615,0.0
ME,aquifer,20230727,0.0
ME,aquifer,20230710,0.0
ME,aquifer,20230803,0.0
ME,aquifer,20230831,0.0
ME,aquifer,20230906,0.0
ME,aquifer,20230912,0.0
ME,aquifer,20231005,0.0
ME,aquifer,20231020,0.0
ME,aquifer,20231129,0.0
ME,aquifer,20231121,0.0
ME,aquifer,20231228,0.0
ME,aquifer,20231218,0.0
ME,depleted field,20230103,0.0
ME,depleted field,20230130,0.0
ME,depleted field,20230213,0.0
ME,depleted field,20230216,0.0
ME,depleted field,20230306,0.0
ME,depleted field,20230315,0.0
ME,depleted field,20230403,0.0
ME,depleted field,20230410,0.0
ME,depleted field,20230530,0.0
ME,depleted field,20230517,0.0
ME,depleted field,20230630,0.0
ME,depleted field,20230615,0.0
ME,depleted field,20230727,0.0
ME,depleted field,20230710,0.0
ME,depleted field,20230803,0.0
ME,depleted field,20230831,0.0
ME,depleted field,20230906,0.0
ME,depleted field,20230912,0.0
ME,depleted field,20231005,0.0
ME,depleted field,20231020,0.0
ME,depleted field,20231129,0.0
ME,depleted field,20231121,0.0
ME,depleted field,20231228,0.0
ME,depleted field,20231218,0.0
ME,salt cavern,20230103,0.0
ME,salt cavern,20230130,0.0
ME,salt cavern,20230213,0.0
ME,salt cavern,20230216,0.0
ME,salt cavern,20230306,0.0
ME,salt cavern,20230315,0.0
ME,salt cavern,20230403,0.0
ME,salt cavern,20230410,0.0
ME,salt cavern,20230530,0.0
ME,salt cavern,20230517,0.0
ME,salt cavern,20230630,0.0
ME,salt cavern,20230615,0.0
ME,salt cavern,20230727,0.0
ME,salt cavern,20230710,0.0
ME,salt cavern,20230803,0.0
ME,salt cavern,20230831,0.0
ME,salt cavern,20230906,0.0
ME,salt cavern,20230912,0.0
ME,salt cavern,20231005,0.0
ME,salt cavern,20231020,0.0
ME,salt cavern,20231129,0.0
ME,salt cavern,20231121,0.0
ME,salt cavern,20231228,0.0
ME,salt cavern,20231218,0.0
MI,aquifer,20230103,0.0
MI,aquifer,20230130,0.0
MI,aquifer,20230213,0.0
MI,aquifer,20230216,0.0
MI,aquifer,20230306,0.0
MI,aquifer,20230315,0.0
MI,aquifer,20230403,0.0
MI,aquifer,20230410,0.0
MI,aquifer,20230530,0.0
MI,aquifer,20230517,0.0
MI,aquifer,20230630,0.0
MI,aquifer,20230615,0.0
MI,aquifer,20230727,0.0
MI,aquifer,20230710,0.0
MI,aquifer,20230803,0.0
MI,aquifer,20230831,0.0
MI,aquifer,20230906,0.0
MI,aquifer,20230912,0.0
MI,aquifer,20231005,0.0
MI,aquifer,20231020,0.0
MI,aquifer,20231129,0.0
MI,aquifer,20231121,0.0
MI,aquifer,20231228,0.0
MI,aquifer,20231218,0.0
MI,depleted field,20230103,0.0
MI,depleted field,20230130,1222381.7799089833
MI,depleted field,20230213,533872.022533498
MI,depleted field,20230216,0.0
MI,depleted field,20230306,0.0
MI,depleted field,20230315,607806.6097583468
MI,depleted field,20230403,0.0
MI,depleted field,20230410,0.0
MI,depleted field,20230530,0.0
MI,depleted field,20230517,0.0
MI,depleted field,20230630,0.0
MI,depleted field,20230615,0.0
MI,depleted field,20230727,0.0
MI,depleted field,20230710,0.0
MI,depleted field,20230803,0.0
MI,depleted field,20230831,0.0
MI,depleted field,20230906,0.0
MI,depleted field,20230912,0.0
MI,depleted field,20231005,0.0
MI,depleted field,20231020,0.0
MI,depleted field,20231129,6305213.984223522
MI,depleted field,20231121,2331673.4206343656
MI,depleted field,20231228,2608059.5525309406
MI,depleted field,20231218,2066263.2967706125
MI,salt cavern,20230103,0.0
MI,salt cavern,20230130,0.0
MI,salt cavern,20230213,0.0
MI,salt cavern,20230216,0.0
MI,salt cavern,20230306,0.0
MI,salt cavern,20230315,0.0
MI,salt cavern,20230403,0.0
MI,salt cavern,20230410,0.0
MI,salt cavern,20230530,0.0
MI,salt cavern,20230517,0.0
MI,salt cavern,20230630,0.0
MI,salt cavern,20230615,0.0
MI,salt cavern,20230727,0.0
MI,salt cavern,20230710,0.0
MI,salt cavern,20230803,0.0
MI,salt cavern,20230831,0.0
MI,salt cavern,20230906,0.0
MI,salt cavern,20230912,0.0
MI,salt cavern,20231005,0.0
MI,salt cavern,20231020,0.0
MI,salt cavern,20231129,0.0
MI,salt cavern,20231121,0.0
MI,salt cavern,20231228,0.0
MI,salt cavern,20231218,0.0
MN,aquifer,20230103,0.0
MN,aquifer,20230130,70504.16940037462
MN,aquifer,20230213,0.0
MN,aquifer,20230216,0.0
MN,aquifer,20230306,0.0
MN,aquifer,20230315,0.0
MN,aquifer,20230403,0.0
MN,aquifer,20230410,0.0
MN,aquifer,20230530,0.0
MN,aquifer,20230517,0.0
MN,aquifer,20230630,0.0
MN,aquifer,20230615,0.0
MN,aquifer,20230727,0.0
MN,aquifer,20230710,0.0
MN,aquifer,20230803,0.0
MN,aquifer,20230831,0.0
MN,aquifer,20230906,0.0
MN,aquifer,20230912,0.0
MN,aquifer,20231005,0.0
MN,aquifer,20231020,0.0
MN,aquifer,20231129,0.0
MN,aquifer,20231121,0.0
MN,aquifer,20231228,0.0
MN,aquifer,20231218,0.0
MN,depleted field,20230103,0.0
MN,depleted field,20230130,0.0
MN,depleted field,20230213,0.0
MN,depleted field,20230216,0.0
MN,depleted field,20230306,0.0
MN,depleted field,20230315,0.0
MN,depleted field,20230403,0.0
MN,depleted field,20230410,0.0
MN,depleted field,20230530,0.0
MN,depleted field,20230517,0.0
MN,depleted field,20230630,0.0
MN,depleted field,20230615,0.0
MN,depleted field,20230727,0.0
MN,depleted field,20230710,0.0
MN,depleted field,20230803,0.0
MN,depleted field,20230831,0.0
MN,depleted field,20230906,0.0
MN,depleted field,20230912,0.0
MN,depleted field,20231005,0.0
MN,depleted field,20231020,0.0
MN,depleted field,20231129,0.0
MN,depleted field,20231121,0.0
MN,depleted field,20231228,0.0
MN,depleted field,20231218,0.0
MN,salt cavern,20230103,0.0
MN,salt cavern,20230130,0.0
MN,salt cavern,20230213,0.0
MN,salt cavern,20230216,0.0
MN,salt cavern,20230306,0.0
MN,salt cavern,20230315,0.0
MN,salt cavern,20230403,0.0
MN,salt cavern,20230410,0.0
MN,salt cavern,20230530,0.0
MN,salt cavern,20230517,0.0
MN,salt cavern,20230630,0.0
MN,salt cavern,20230615,0.0
MN,salt cavern,20230727,0.0
MN,salt cavern,20230710,0.0
MN,salt cavern,20230803,0.0
MN,salt cavern,20230831,0.0
MN,salt cavern,20230906,0.0
MN,salt cavern,20230912,0.0
MN,salt cavern,20231005,0.0
MN,salt cavern,20231020,0.0
MN,salt cavern,20231129,0.0
MN,salt cavern,20231121,0.0
MN,salt cavern,20231228,0.0
MN,salt cavern,20231218,0.0
MO,aquifer,20230103,0.0
MO,aquifer,20230130,0.0
MO,aquifer,20230213,0.0
MO,aquifer,20230216,0.0
MO,aquifer,20230306,0.0
MO,aquifer,20230315,128881.62166388496
MO,aquifer,20230403,0.0
MO,aquifer,20230410,0.0
MO,aquifer,20230530,0.0
MO,aquifer,20230517,0.0
MO,aquifer,20230630,0.0
MO,aquifer,20230615,0.0
MO,aquifer,20230727,0.0
MO,aquifer,20230710,0.0
MO,aquifer,20230803,0.0
MO,aquifer,20230831,0.0
MO,aquifer,20230906,0.0
MO,aquifer,20230912,0.0
MO,aquifer,20231005,0.0
MO,aquifer,20231020,0.0
MO,aquifer,20231129,0.0
MO,aquifer,20231121,0.0
MO,aquifer,20231228,0.0
MO,aquifer,20231218,0.0
MO,depleted field,20230103,0.0
MO,depleted field,20230130,0.0
MO,depleted field,20230213,0.0
MO,depleted field,20230216,0.0
MO,depleted field,20230306,0.0
MO,depleted field,20230315,0.0
MO,depleted field,20230403,0.0
MO,depleted field,20230410,0.0
MO,depleted field,20230530,0.0
MO,depleted field,20230517,0.0
MO,depleted field,20230630,0.0
MO,depleted field,20230615,0.0
MO,depleted field,20230727,0.0
MO,depleted field,20230710,0.0
MO,depleted field,20230803,0.0
MO,depleted field,20230831,0.0
MO,depleted field,20230906,0.0
MO,depleted field,20230912,0.0
MO,depleted field,20231005,0.0
MO,depleted field,20231020,0.0
MO,depleted field,20231129,0.0
MO,depleted field,20231121,0.0
MO,depleted field,20231228,0.0
MO,depleted field,20231218,0.0
MO,salt cavern,20230103,0.0
MO,salt cavern,20230130,0.0
MO,salt cavern,20230213,0.0
MO,salt cavern,20230216,0.0
MO,salt cavern,20230306,0.0
MO,salt cavern,20230315,0.0
MO,salt cavern,20230403,0.0
MO,salt cavern,20230410,0.0
MO,salt cavern,20230530,0.0
MO,salt cavern,20230517,0.0
MO,salt cavern,20230630,0.0
MO,salt cavern,20230615,0.0
MO,salt cavern,20230727,0.0
MO,salt cavern,20230710,0.0
MO,salt cavern,20230803,0.0
MO,salt cavern,20230831,0.0
MO,salt cavern,20230906,0.0
MO,salt cavern,20230912,0.0
MO,salt cavern,20231005,0.0
MO,salt cavern,20231020,0.0
MO,salt cavern,20231129,0.0
MO,salt cavern,20231121,0.0
MO,salt cavern,20231228,0.0
MO,salt cavern,20231218,0.0
MS,aquifer,20230103,0.0
MS,aquifer,20230130,0.0
MS,aquifer,20230213,0.0
MS,aquifer,20230216,0.0
MS,aquifer,20230306,0.0
MS,aquifer,20230315,0.0
MS,aquifer,20230403,0.0
MS,aquifer,20230410,0.0
MS,aquifer,20230530,0.0
MS,aquifer,20230517,0.0
MS,aquifer,20230630,0.0
MS,aquifer,20230615,0.0
MS,aquifer,20230727,0.0
MS,aquifer,20230710,0.0
MS,aquifer,20230803,0.0
MS,aquifer,20230831,0.0
MS,aquifer,20230906,0.0
MS,aquifer,20230912,0.0
MS,aquifer,20231005,0.0
MS,aquifer,20231020,0.0
MS,aquifer,20231129,0.0
MS,aquifer,20231121,0.0
MS,aquifer,20231228,0.0
MS,aquifer,20231218,0.0
MS,depleted field,20230103,0.0
